region;gender;current_age;mortality_probability;alive_peers;die_this_year;years_to_live;stationary_current_age;stationary
burgenland;m;34;0.00060182050703377700000;98590.29856842120000000000000;59.33366347305870000000000;45.90154010706800000000000;98560.63173668460000000000000;4525446.54390619000000000000000
burgenland;m;35;0.00057516715795528100000;98530.96490494810000000000000;56.67177505497050000000000;44.92888013874710000000000;98502.62901742060000000000000;4426885.91216951000000000000000
burgenland;m;36;0.00054820804495306000000;98474.29312989320000000000000;53.98439971487320000000000;43.95444887776660000000000;98447.30093003570000000000000;4328383.28315209000000000000000
burgenland;m;37;0.00105042016806723000000;98420.30873017830000000000000;103.38267723758200000000000;42.97828402284870000000000;98368.61739155950000000000000;4229935.98222205000000000000000
burgenland;m;38;0.00054839594187003000000;98316.92605294070000000000000;53.91660326456850000000000;42.02295098817240000000000;98289.96775130840000000000000;4131567.36483049000000000000000
burgenland;m;39;0.00163822525597270000000;98263.00944967610000000000000;160.97694380834300000000000;41.04573450037440000000000;98182.52097777200000000000000;4033277.39707919000000000000000
burgenland;m;40;0.00112906640321784000000;98102.03250586780000000000000;110.76370898976000000000000;40.11226654112430000000000;98046.65065137290000000000000;3935094.87610141000000000000000
burgenland;m;41;0.00167890870933893000000;97991.26879687800000000000000;164.51839462225100000000000;39.15704197486920000000000;97909.00959956690000000000000;3837048.22545004000000000000000
burgenland;m;42;0.00110834026045996000000;97826.75040225580000000000000;108.42532602078800000000000;38.22205276650230000000000;97772.53773924540000000000000;3739139.21585047000000000000000
burgenland;m;43;0.00049776007964161300000;97718.32507623500000000000000;48.64028127239170000000000;37.26390802616000000000000;97694.00493559880000000000000;3641366.67811123000000000000000
burgenland;m;44;0.00240168117682378000000;97669.68479496260000000000000;234.57144351837300000000000;36.28221674529660000000000;97552.39907320340000000000000;3543672.67317563000000000000000
burgenland;m;45;0.00094417561666470000000;97435.11335144420000000000000;91.99585823339480000000000;35.36836111302520000000000;97389.11542232750000000000000;3446120.27410243000000000000000
burgenland;m;46;0.00265618947484921000000;97343.11749321080000000000000;258.56176413447600000000000;34.40131408277170000000000;97213.83661114360000000000000;3348731.15868010000000000000000
burgenland;m;47;0.00043968123110744700000;97084.55572907630000000000000;42.68625698447980000000000;33.49160221881860000000000;97063.21260058410000000000000;3251517.32206895000000000000000
burgenland;m;48;0.00397263297285367000000;97041.86947209190000000000000;385.51173041219500000000000;32.50611438782670000000000;96849.11360688580000000000000;3154454.10946837000000000000000
burgenland;m;49;0.00162800162800163000000;96656.35774167970000000000000;157.35670776016200000000000;31.63377006231840000000000;96577.67938779960000000000000;3057604.99586149000000000000000
burgenland;m;50;0.00207684319833853000000;96499.00103391950000000000000;200.41329394375800000000000;30.68453854183300000000000;96398.79438694760000000000000;2961027.31647369000000000000000
burgenland;m;51;0.00246850089997429000000;96298.58773997570000000000000;237.71315050238300000000000;29.74735756065050000000000;96179.73116472460000000000000;2864628.52208674000000000000000
burgenland;m;52;0.00282314982859447000000;96060.87458947340000000000000;271.19424163190700000000000;28.81973334880910000000000;95925.27746865740000000000000;2768448.79092201000000000000000
burgenland;m;53;0.00403856832752789000000;95789.68034784150000000000000;386.85316915681300000000000;27.89991055141440000000000;95596.25376326300000000000000;2672523.51345336000000000000000
burgenland;m;54;0.00541795665634675000000;95402.82717868460000000000000;516.88838254705300000000000;27.01101566794910000000000;95144.38298741110000000000000;2576927.25969009000000000000000
burgenland;m;55;0.00435234185666947000000;94885.93879613760000000000000;412.97604303180700000000000;26.15543365213250000000000;94679.45077462170000000000000;2481782.87670268000000000000000
burgenland;m;56;0.00552949888916317000000;94472.96275310580000000000000;522.38814259925200000000000;25.26758298209070000000000;94211.76868180610000000000000;2387103.42592806000000000000000
burgenland;m;57;0.00549770048104879000000;93950.57461050650000000000000;516.51211923099200000000000;24.40529679304210000000000;93692.31855089100000000000000;2292891.65724625000000000000000
burgenland;m;58;0.00770791075050710000000;93434.06249127550000000000000;720.18141474005500000000000;23.53744747961390000000000;93073.97178390550000000000000;2199199.33869536000000000000000
burgenland;m;59;0.00537884665115076000000;92713.88107653550000000000000;498.69374874371300000000000;22.71639739871150000000000;92464.53420216360000000000000;2106125.36691146000000000000000
burgenland;m;60;0.00991828684136377000000;92215.18732779180000000000000;914.61667904713200000000000;21.83654223410570000000000;91757.87898826820000000000000;2013660.83270929000000000000000
burgenland;m;61;0.01024099738409310000000;91300.57064874460000000000000;935.00890517999700000000000;21.05028413365620000000000;90833.06619615460000000000000;1921902.95372103000000000000000
burgenland;m;62;0.01181080006813920000000;90365.56174356460000000000000;1067.28958279833000000000000;20.26291711350170000000000;89831.91695216550000000000000;1831069.88752487000000000000000
burgenland;m;63;0.01306082960454710000000;89298.27216076630000000000000;1166.30951667224000000000000;19.49912275388600000000000;88715.11740243020000000000000;1741237.97057271000000000000000
burgenland;m;64;0.01588419906488180000000;88131.96264409400000000000000;1399.90563861752000000000000;18.75055091923580000000000;87432.00982478530000000000000;1652522.85317028000000000000000
burgenland;m;65;0.01134971303282390000000;86732.05700547650000000000000;984.38395775868100000000000;18.04512538249460000000000;86239.86502659720000000000000;1565090.84334549000000000000000
burgenland;m;66;0.01711687617009900000000;85747.67304771780000000000000;1467.73230143192000000000000;17.24654355921620000000000;85013.80689700190000000000000;1478850.97831889000000000000000
burgenland;m;67;0.02078206179928900000000;84279.94074628590000000000000;1751.51093702973000000000000;16.53818404568960000000000;83404.18527777110000000000000;1393837.17142189000000000000000
burgenland;m;68;0.01505578706815430000000;82528.42980925620000000000000;1242.53046627728000000000000;15.87856438287820000000000;81907.16457611760000000000000;1310432.98614412000000000000000
burgenland;m;69;0.02594594594594590000000;81285.89934297890000000000000;2109.03955052053000000000000;15.11364002241450000000000;80231.37956771870000000000000;1228525.82156800000000000000000
burgenland;m;70;0.02519144063551130000000;79176.85979245840000000000000;1994.57916316792000000000000;14.50290457351100000000000;78179.57021087440000000000000;1148294.44200028000000000000000
burgenland;m;71;0.01579337007485400000000;77182.28062929050000000000000;1218.96832119962000000000000;13.86477392303570000000000;76572.79646869070000000000000;1070114.87178941000000000000000
burgenland;m;72;0.02961787650403280000000;75963.31230809090000000000000;2249.87200277831000000000000;13.07923581966940000000000;74838.37630670170000000000000;993542.07532071900000000000000
burgenland;m;73;0.03607880370282460000000;73713.44030531250000000000000;2659.49274303525000000000000;12.46317761332060000000000;72383.69393379490000000000000;918703.69901401700000000000000
burgenland;m;74;0.03139251246155480000000;71053.94756227730000000000000;2230.56193429145000000000000;11.91094983622750000000000;69938.66659513160000000000000;846320.00508022200000000000000
burgenland;m;75;0.03168854685378000000000;68823.38562798580000000000000;2180.91308010820000000000000;11.28077805822720000000000;67732.92908793170000000000000;776381.33848509100000000000000
burgenland;m;76;0.03922796035472090000000;66642.47254787760000000000000;2614.24827104872000000000000;10.63358519430750000000000;65335.34841235330000000000000;708648.40939715900000000000000
burgenland;m;77;0.04661168877733960000000;64028.22427682890000000000000;2984.46366295725000000000000;10.04733565940250000000000;62535.99244535030000000000000;643313.06098480600000000000000
burgenland;m;78;0.04762304016097930000000;61043.76061387170000000000000;2907.08946329162000000000000;9.51411024974563000000000;59590.21588222590000000000000;580777.06853945500000000000000
burgenland;m;79;0.03597045284230810000000;58136.67115058010000000000000;2091.20238803071000000000000;8.96485544050675000000000;57091.06995656470000000000000;521186.85265722900000000000000
burgenland;m;80;0.04657933042212520000000;56045.46876254930000000000000;2610.56040815368000000000000;8.28070124039684000000000;54740.18855847250000000000000;464095.78270066500000000000000
burgenland;m;81;0.04531226710389030000000;53434.90835439570000000000000;2421.25684002628000000000000;7.66082710252310000000000;52224.27993438250000000000000;409355.59414219200000000000000
burgenland;m;82;0.06685953069752490000000;51013.65151436940000000000000;3410.74879941782000000000000;7.00070086351717000000000;49308.27711466040000000000000;357131.31420781000000000000000
burgenland;m;83;0.07047797563261480000000;47602.90271495160000000000000;3354.95621758609000000000000;6.46647619235340000000000;45925.42460615850000000000000;307823.03709314900000000000000
burgenland;m;84;0.08748481166464150000000;44247.94649736550000000000000;3871.02326586915000000000000;5.91886478850683000000000;42312.43486443090000000000000;261897.61248699100000000000000
burgenland;m;85;0.13963388676032400000000;40376.92323149630000000000000;5637.98672623703000000000000;5.43838311709870000000000;37557.92986837780000000000000;219585.17762256000000000000000
burgenland;m;86;0.11805006587615300000000;34738.93650525930000000000000;4100.93374291335000000000000;5.23986241566791000000000;32688.46963380260000000000000;182027.24775418200000000000000
burgenland;m;87;0.11191941801902600000000;30638.00276234590000000000000;3428.98743842708000000000000;4.87429873542268000000000;28923.50904313240000000000000;149338.77812037900000000000000
burgenland;m;88;0.16378397458524500000000;27209.01532391890000000000000;4456.40067430228000000000000;4.42556511669838000000000;24980.81498676770000000000000;120415.26907724700000000000000
burgenland;m;89;0.14292094685127300000000;22752.61464961660000000000000;3251.82522906535000000000000;4.19443899350211000000000;21126.70203508390000000000000;95434.45409047930000000000000
burgenland;m;90;0.16412661195779600000000;19500.78942055120000000000000;3200.59849809751000000000000;3.81049969069892000000000;17900.49017150250000000000000;74307.75205539530000000000000
burgenland;m;91;0.20973782771535600000000;16300.19092245370000000000000;3418.76663542101000000000000;3.46052768045748000000000;14590.80760474320000000000000;56407.26188389290000000000000
burgenland;m;92;0.23440453686200400000000;12881.42428703270000000000000;3019.46429412487000000000000;3.24626014541302000000000;11371.69213997030000000000000;41816.45427914960000000000000
burgenland;m;93;0.23866348448687300000000;9861.95999290785000000000000;2353.68973577753000000000000;3.08709041215675000000000;8685.11512501909000000000000;30444.76213917930000000000000
burgenland;m;94;0.19683655536028100000000;7508.27025713032000000000000;1477.90205412759000000000000;2.89809054135950000000000;6769.31923006653000000000000;21759.64701416020000000000000
burgenland;m;95;0.29532062391681000000000;6030.36820300274000000000000;1780.89210015886000000000000;2.48580638519377000000000;5139.92215292331000000000000;14990.32778409370000000000000
burgenland;m;96;0.30377217087184000000000;4249.47610284388000000000000;1290.87258082889000000000000;2.31802824460601000000000;3604.03981242943000000000000;9850.40563117040000000000000
burgenland;m;97;0.34762366634335000000000;2958.60352201499000000000000;1028.48060357920000000000000;2.11125477687758000000000;2444.36322022539000000000000;6246.36581874097000000000000
burgenland;m;98;0.37274973526297000000000;1930.12291843579000000000000;719.45280687193100000000000;1.96982407814566000000000;1570.39651499982000000000000;3802.00259851558000000000000
burgenland;m;99;0.40384615384615000000000;1210.67011156386000000000000;488.92446813155300000000000;1.84328171828173000000000;966.20787749808100000000000;2231.60608351576000000000000
burgenland;m;100;0.44380403458213000000000;721.74564343230400000000000;320.31362849733200000000000;1.75324675324675000000000;1265.39820601768000000000000;1265.39820601768000000000000
burgenland;f;0;0.00369685767097967000000;100000.00000000000000000000000;369.68576709796700000000000;83.62043197419310000000000;99656.19223659890000000000000;8362043.19741931000000000000000
burgenland;f;1;0.00173780818942109000000;99630.31423290200000000000000;173.13837598853400000000000;82.93045212994150000000000;99543.74504490780000000000000;8262387.00518271000000000000000
burgenland;f;2;0.00000000000000000000000;99457.17585691350000000000000;0.00000000000000000000000;82.07394981616490000000000;99457.17585691350000000000000;8162843.26013781000000000000000
burgenland;f;3;0.00000000000000000000000;99457.17585691350000000000000;0.00000000000000000000000;81.07394981616490000000000;99457.17585691350000000000000;8063386.08428089000000000000000
burgenland;f;4;0.00000000000000000000000;99457.17585691350000000000000;0.00000000000000000000000;80.07394981616490000000000;99457.17585691350000000000000;7963928.90842398000000000000000
burgenland;f;5;0.00000000000000000000000;99457.17585691350000000000000;0.00000000000000000000000;79.07394981616490000000000;99457.17585691350000000000000;7864471.73256707000000000000000
burgenland;f;6;0.00000000000000000000000;99457.17585691350000000000000;0.00000000000000000000000;78.07394981616490000000000;99457.17585691350000000000000;7765014.55671015000000000000000
burgenland;f;7;0.00000000000000000000000;99457.17585691350000000000000;0.00000000000000000000000;77.07394981616490000000000;99457.17585691350000000000000;7665557.38085324000000000000000
burgenland;f;8;0.00079365079365079400000;99457.17585691350000000000000;78.93426655310590000000000;76.07394981616490000000000;99417.70872363700000000000000;7566100.20499633000000000000000
burgenland;f;9;0.00000000000000000000000;99378.24159036040000000000000;0.00000000000000000000000;75.13397678186480000000000;99378.24159036040000000000000;7466682.49627269000000000000000
burgenland;f;10;0.00000000000000000000000;99378.24159036040000000000000;0.00000000000000000000000;74.13397678186480000000000;99378.24159036040000000000000;7367304.25468233000000000000000
burgenland;f;11;0.00000000000000000000000;99378.24159036040000000000000;0.00000000000000000000000;73.13397678186480000000000;99378.24159036040000000000000;7267926.01309197000000000000000
burgenland;f;12;0.00075557234605213500000;99378.24159036040000000000000;75.08745114496440000000000;72.13397678186480000000000;99340.69786478790000000000000;7168547.77150161000000000000000
burgenland;f;13;0.00000000000000000000000;99303.15413921540000000000000;0.00000000000000000000000;71.18814235977170000000000;99303.15413921540000000000000;7069207.07363682000000000000000
burgenland;f;14;0.00000000000000000000000;99303.15413921540000000000000;0.00000000000000000000000;70.18814235977170000000000;99303.15413921540000000000000;6969903.91949760000000000000000
burgenland;f;15;0.00000000000000000000000;99303.15413921540000000000000;0.00000000000000000000000;69.18814235977170000000000;99303.15413921540000000000000;6870600.76535839000000000000000
burgenland;f;16;0.00074564265075962400000;99303.15413921540000000000000;74.04466708115610000000000;68.18814235977170000000000;99266.13180567490000000000000;6771297.61121917000000000000000
burgenland;f;17;0.00076613675541084100000;99229.10947213430000000000000;76.02306797328810000000000;67.23865118720180000000000;99191.09793814760000000000000;6672031.47941350000000000000000
burgenland;f;18;0.00076679766126713300000;99153.08640416100000000000000;76.03035476212860000000000;66.28982132420560000000000;99115.07122677990000000000000;6572840.38147535000000000000000
burgenland;f;19;0.00000000000000000000000;99077.05604939890000000000000;0.00000000000000000000000;65.34030751802750000000000;99077.05604939890000000000000;6473725.31024857000000000000000
burgenland;f;20;0.00074397842462568600000;99077.05604939890000000000000;73.71119207618250000000000;64.34030751802750000000000;99040.20045336080000000000000;6374648.25419917000000000000000
burgenland;f;21;0.00000000000000000000000;99003.34485732270000000000000;0.00000000000000000000000;63.38783869161010000000000;99003.34485732270000000000000;6275608.05374581000000000000000
burgenland;f;22;0.00000000000000000000000;99003.34485732270000000000000;0.00000000000000000000000;62.38783869161010000000000;99003.34485732270000000000000;6176604.70888849000000000000000
burgenland;f;23;0.00000000000000000000000;99003.34485732270000000000000;0.00000000000000000000000;61.38783869161010000000000;99003.34485732270000000000000;6077601.36403117000000000000000
burgenland;f;24;0.00000000000000000000000;99003.34485732270000000000000;0.00000000000000000000000;60.38783869161010000000000;99003.34485732270000000000000;5978598.01917384000000000000000
burgenland;f;25;0.00071633237822349600000;99003.34485732270000000000000;70.91930147372680000000000;59.38783869161010000000000;98967.88520658580000000000000;5879594.67431652000000000000000
burgenland;f;26;0.00068073519400953000000;98932.42555584890000000000000;67.34678390459420000000000;58.43005219604850000000000;98898.75216389660000000000000;5780626.78910993000000000000000
burgenland;f;27;0.00000000000000000000000;98865.07877194430000000000000;0.00000000000000000000000;57.46951408446540000000000;98865.07877194430000000000000;5681728.03694604000000000000000
burgenland;f;28;0.00000000000000000000000;98865.07877194430000000000000;0.00000000000000000000000;56.46951408446540000000000;98865.07877194430000000000000;5582862.95817409000000000000000
burgenland;f;29;0.00000000000000000000000;98865.07877194430000000000000;0.00000000000000000000000;55.46951408446540000000000;98865.07877194430000000000000;5483997.87940215000000000000000
burgenland;f;30;0.00000000000000000000000;98865.07877194430000000000000;0.00000000000000000000000;54.46951408446540000000000;98865.07877194430000000000000;5385132.80063021000000000000000
burgenland;f;31;0.00000000000000000000000;98865.07877194430000000000000;0.00000000000000000000000;53.46951408446540000000000;98865.07877194430000000000000;5286267.72185826000000000000000
burgenland;f;32;0.00000000000000000000000;98865.07877194430000000000000;0.00000000000000000000000;52.46951408446540000000000;98865.07877194430000000000000;5187402.64308632000000000000000
burgenland;f;33;0.00000000000000000000000;98865.07877194430000000000000;0.00000000000000000000000;51.46951408446540000000000;98865.07877194430000000000000;5088537.56431437000000000000000
burgenland;f;34;0.00000000000000000000000;98865.07877194430000000000000;0.00000000000000000000000;50.46951408446540000000000;98865.07877194430000000000000;4989672.48554243000000000000000
burgenland;f;35;0.00000000000000000000000;98865.07877194430000000000000;0.00000000000000000000000;49.46951408446540000000000;98865.07877194430000000000000;4890807.40677048000000000000000
burgenland;f;36;0.00000000000000000000000;98865.07877194430000000000000;0.00000000000000000000000;48.46951408446540000000000;98865.07877194430000000000000;4791942.32799854000000000000000
burgenland;f;37;0.00000000000000000000000;98865.07877194430000000000000;0.00000000000000000000000;47.46951408446540000000000;98865.07877194430000000000000;4693077.24922660000000000000000
burgenland;f;38;0.00000000000000000000000;98865.07877194430000000000000;0.00000000000000000000000;46.46951408446540000000000;98865.07877194430000000000000;4594212.17045465000000000000000
burgenland;f;39;0.00104849279161206000000;98865.07877194430000000000000;103.65932243454200000000000;45.46951408446550000000000;98813.24911072710000000000000;4495347.09168271000000000000000
burgenland;f;40;0.00052787858792477700000;98761.41944950980000000000000;52.13403864045390000000000;44.51671378437040000000000;98735.35243018960000000000000;4396533.84257198000000000000000
burgenland;f;41;0.00000000000000000000000;98709.28541086930000000000000;0.00000000000000000000000;43.53996153707890000000000;98709.28541086930000000000000;4297798.49014179000000000000000
burgenland;f;42;0.00100502512562814000000;98709.28541086930000000000000;99.20531197072290000000000;42.53996153707890000000000;98659.68275488400000000000000;4199089.20473092000000000000000
burgenland;f;43;0.00097335442267915800000;98610.08009889860000000000000;95.98255758500900000000000;41.58225526095930000000000;98562.08882010610000000000000;4100429.52197604000000000000000
burgenland;f;44;0.00047721307563827200000;98514.09754131360000000000000;47.01221548141900000000000;40.62228181583540000000000;98490.59143357290000000000000;4001867.43315593000000000000000
burgenland;f;45;0.00139389011499593000000;98467.08532583220000000000000;137.25229688813900000000000;39.64143783484510000000000;98398.45917738810000000000000;3903376.84172236000000000000000
burgenland;f;46;0.00044533511467379200000;98329.83302894400000000000000;43.78972746779960000000000;38.69607285334200000000000;98307.93816521020000000000000;3804978.38254497000000000000000
burgenland;f;47;0.00089460441710930900000;98286.04330147630000000000000;87.92712847769750000000000;37.71309048437490000000000;98242.07973723740000000000000;3706670.44437976000000000000000
burgenland;f;48;0.00301756654811941000000;98198.11617299860000000000000;296.31935045198400000000000;36.74641128843500000000000;98049.95649777260000000000000;3608428.36464252000000000000000
burgenland;f;49;0.00167075653944552000000;97901.79682254660000000000000;163.57006726473600000000000;35.85611829482090000000000;97820.01178891420000000000000;3510378.40814475000000000000000
burgenland;f;50;0.00168367883826160000000;97738.22675528190000000000000;164.55978407708200000000000;34.91528861987890000000000;97655.94686324330000000000000;3412558.39635584000000000000000
burgenland;f;51;0.00082953131480713400000;97573.66697120480000000000000;80.94041225317690000000000;33.97333063715710000000000;97533.19676507820000000000000;3314902.44949259000000000000000
burgenland;f;52;0.00286811779769526000000;97492.72655895160000000000000;279.62062418956700000000000;33.00112086599660000000000;97352.91624685680000000000000;3217369.25272752000000000000000
burgenland;f;53;0.00040743570155334900000;97213.10593476200000000000000;39.60809001670980000000000;32.09460603567640000000000;97193.30188975370000000000000;3120016.33648066000000000000000
burgenland;f;54;0.00325534079348932000000;97173.49784474530000000000000;316.33285158004600000000000;31.10748405311590000000000;97015.33141895530000000000000;3022823.03459091000000000000000
burgenland;f;55;0.00236698062034617000000;96857.16499316530000000000000;229.25903248049400000000000;30.20744725884150000000000;96742.53547692500000000000000;2925807.70317195000000000000000
burgenland;f;56;0.00362154821186057000000;96627.90596068480000000000000;349.94262004774900000000000;29.27793104453790000000000;96452.93465066090000000000000;2829065.16769502000000000000000
burgenland;f;57;0.00204760685948298000000;96277.96334063700000000000000;197.13941815333900000000000;28.38253052130140000000000;96179.39363156030000000000000;2732612.23304436000000000000000
burgenland;f;58;0.00370942812982998000000;96080.82392248370000000000000;356.40491099530300000000000;27.43974012483310000000000;95902.62146698600000000000000;2636432.83941280000000000000000
burgenland;f;59;0.00648894176174769000000;95724.41901148840000000000000;621.15018014268100000000000;26.54004322179190000000000;95413.84392141710000000000000;2540530.21794582000000000000000
burgenland;f;60;0.00344641895530425000000;95103.26883134570000000000000;327.76570841174600000000000;25.71011915858040000000000;94939.38597713980000000000000;2445116.37402440000000000000000
burgenland;f;61;0.00443754160195252000000;94775.50312293400000000000000;420.57023795400000000000000;24.79730426752610000000000;94565.21800395700000000000000;2350176.98804726000000000000000
burgenland;f;62;0.00504702913512273000000;94354.93288497990000000000000;476.21209531304400000000000;23.90560515572540000000000;94116.82683732340000000000000;2255611.77004330000000000000000
burgenland;f;63;0.00379934698723657000000;93878.72078966690000000000000;356.67783499784400000000000;23.02433315052040000000000;93700.38187216800000000000000;2161494.94320598000000000000000
burgenland;f;64;0.00811153358681876000000;93522.04295466910000000000000;758.60719253470500000000000;22.11023728743920000000000;93142.73935840170000000000000;2067794.56133381000000000000000
burgenland;f;65;0.00722580645161290000000;92763.43576213440000000000000;670.29063260381000000000000;21.28696296931960000000000;92428.29044583240000000000000;1974651.82197541000000000000000
burgenland;f;66;0.00521988777241289000000;92093.14512953050000000000000;480.71588218468200000000000;20.43825877465910000000000;91852.78718843820000000000000;1882223.53152958000000000000000
burgenland;f;67;0.00849425973853607000000;91612.42924734590000000000000;778.17976930521400000000000;19.54288036077820000000000;91223.33936269330000000000000;1790370.74434114000000000000000
burgenland;f;68;0.00908544324938206000000;90834.24947804070000000000000;825.26941873295000000000000;18.70602129419500000000000;90421.61476867420000000000000;1699147.40497845000000000000000
burgenland;f;69;0.01031925185424060000000;90008.98005930770000000000000;928.82533437531300000000000;17.87294766755240000000000;89544.56739212010000000000000;1608725.79020977000000000000000
burgenland;f;70;0.00892622735626149000000;89080.15472493240000000000000;795.14971400569700000000000;17.05409277193870000000000;88682.57986792950000000000000;1519181.22281765000000000000000
burgenland;f;71;0.01229917749250520000000;88285.00501092670000000000000;1085.83294655610000000000000;16.20318923663960000000000;87742.08853764870000000000000;1430498.64294972000000000000000
burgenland;f;72;0.01601802027280690000000;87199.17206437060000000000000;1396.75810589907000000000000;15.39873054552450000000000;86500.79301142110000000000000;1342756.55441207000000000000000
burgenland;f;73;0.01670669311893080000000;85802.41395847150000000000000;1433.47459886765000000000000;14.64126361303400000000000;85085.67665903770000000000000;1256255.76140065000000000000000
